id,name,artist_popularity,followers,genre
4O6RDLeFX5xuQ7IePFzVcl,Demons & Wizards,34,123086,fantasy metal
1f5QPXLfjlzlG77lCkdl0W,Henry Saiz,34,43376,classic progressive house
4ApdWjZjftqD77Vh6qDbCr,Pedro The Lion,34,66617,emo
04ka9403wgTxmWFMY1PD5t,Judith Hill,34,52225,neo soul
5SDOrz6Zieh0kqMhQHjxF0,DJ Fudge,34,9545,deep house
39aV9if9R4QuPZxrJsxc9a,The Monotones,34,20499,doo-wop
1WOhabhnnH1k6KcD81xGD1,Airiel,34,50560,american shoegaze
5EmSSYID5WjlrKDf5Sv0ck,Pindos Atletico,34,6958,greek drill
2ZmLTdyp3OYw418egRLHkk,Lilo Key,34,12514,deep underground hip hop
5F6RXixH6tg6wxOoZblmhS,Nikita Magaloff,34,2916,classical piano
70Wt3o0gTumIypKychnX6U,Payroll Giovanni & Cardo,34,31885,detroit trap
0LDtzVn1n8eZTeo7jNby5f,Ricao,34,2519,rumba
2Icsf5D1lAs2EFx6kggg5D,Jeffrey Lewis,34,53032,anti-folk
1wcleSLRiSdM4P0ugXdg3H,Space Wizard,34,16983,downtempo bass
5qJPwmFhAXtQZfxmvmZJmO,Cosmic Nirvana,34,75,singing bowl
2li1Vgd8pkYdLOwhod6kEG,Lil Ru,34,5733,atl hip hop
7IA63FK0TU9WZO5bPZS2hk,halfpastseven,34,2323,lo-fi jazzhop
4ZoQmoFXF0JJAMTcgopOjd,TRITICUM,35,8123,russian edm
36D0kxl3fMPvw8tK0SoSKS,Eddie Valero,35,7528,memphis hip hop
0vPHZqFce2oHEMQfTL6Ohc,Errol Allen,35,1598,anime rap
4tIQ6BeFRvYApoAyJmaeVC,Donna Fargo,35,80083,classic country pop
4U9hcIjDmGDdnNlfc3ebbJ,Shelly West,35,7708,classic country pop
3xPUYrDgDJb1lQ17YYwcfd,Masha Ali,35,55539,punjabi pop
555069AxgdlH7dl3ukV4An,The Ohio State University Marching Band,35,14892,college marching band
1p8A4FgZDL8Q7o6BO3NwJk,David Shawty,35,37360,glitchcore
3Pjo1vIMjTXaOCVI5YhB0l,Flevans,35,12757,bboy
2ISIE0MEDMdAF2LDMLrVD4,Da' T.R.U.T.H.,35,87394,christian hip hop
7sRcFMRopDFkNGMlbuXd4s,Swervyy,35,7647,cali rap
4mDyp9yRHugUnXvIBrt9xP,Cizzo,35,1642,danish hip hop
2bUYKdepfgDuZiRQJdvooU,Odd Chap,35,15137,electro swing
3jPbwZEofynIfjPNLrXTwd,Emilian,35,32396,romanian pop
6Uz3KziV0932zrV4awUYtE,Angie Who,35,1443,australian children's music
37OLe0mZxM6b92plhAhDHV,P9d,36,69493,thai hip hop
0GC1oqEWpiAjfE7jm5LQO5,Charles Lloyd,36,38865,contemporary jazz
595sSXSxt1PkbmEGTJjOaZ,Happy Baby Lullaby Band,36,1068,lullaby
1Rmh4YOuttbNyVthCkTokT,Passenger 10,36,15153,progressive electro house
5asON9x8VuygoVAZ4dupgp,RJ Lamont,36,8470,detroit hip hop
6BCpGC485tSshwjemmeAmd,The Scratch,36,21572,irish indie rock
6MDOtlMCzt4ysnLkixrlDe,ruzlxn,36,6113,necrotrap
5J7URjIP8aFmeSn2QwF9Au,TYuS,36,198086,trap soul
7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,36,104815,birmingham metal
0tgeIciWi8X9H6taJYRu0o,Mono & Nikitaman,36,58144,german reggae
0zdn1nNmOZXHZ9K28FvcFp,Matthew Herbert,36,35452,microhouse
41OiR6DTlbgJtrvqjKioMb,BLUE STEEL,36,4072,trap beats
5Nlk61jJwuFL7IO53cJJp4,OT The Real,36,11830,philly rap
16jnz1GU2KwCtBMc7zmClK,Mike Scott,36,9512,british folk
4Kr8tEhZ6ecAQnqxd7WkTb,Crypsis,36,34944,classic hardstyle
0TBbjAcKVKKc8QwMoHPI9f,HVZVRD,36,2837,g-house
2r1f1zkIjuQ7ETeJHsXpsc,Nils Petter Molvær,36,44852,ecm-style jazz
3BDtK6hrPUvgbfs6fEo2jQ,Saint Purple,36,8849,german cloud rap
